pathway_id	pathway_name	target	n_mut	n_wt	med_fc_mut	med_fc_wt	effect	p_value	q_value	sig
R-HSA-210990	PECAM1 interactions	CHI3L1	25	154	0.437	0.1452	0.2918	0.29722923287922576	0.9958970300880995	False
R-HSA-210990	PECAM1 interactions	CD44	25	154	0.3907	-0.2113	0.6021	0.49627357649761794	0.9958970300880995	False
R-HSA-1257604	PIP3 activates AKT signaling	CHI3L1	44	135	-0.1902	0.2217	-0.4119	0.4869605789156567	0.9958970300880995	False
R-HSA-1257604	PIP3 activates AKT signaling	CD44	44	135	-0.2029	-0.1808	-0.0221	0.8630197058209842	0.9958970300880995	False
R-HSA-936964	Activation of IRF3, IRF7 mediated by TBK1, IKKε (IKBKE)	CHI3L1	26	153	-0.4684	0.2217	-0.6901	0.4024952449979081	0.9958970300880995	False
R-HSA-936964	Activation of IRF3, IRF7 mediated by TBK1, IKKε (IKBKE)	CD44	26	153	0.4018	-0.2227	0.6245	0.45252972897227495	0.9958970300880995	False
R-HSA-9607240	FLT3 Signaling	CHI3L1	16	163	-0.3066	0.1726	-0.4792	0.5937566960697525	0.9958970300880995	False
R-HSA-9607240	FLT3 Signaling	CD44	16	163	0.1385	-0.2	0.3385	0.9174499231699196	0.9958970300880995	False
R-HSA-9008059	Interleukin-37 signaling	CHI3L1	19	160	-0.4048	0.1972	-0.6019	0.4084995503269778	0.9958970300880995	False
R-HSA-9008059	Interleukin-37 signaling	CD44	19	160	-0.1138	-0.1904	0.0766	0.9123706470480945	0.9958970300880995	False
R-HSA-5654695	PI-3K cascade:FGFR2	CHI3L1	16	163	-0.3066	0.1726	-0.4792	0.5937566960697525	0.9958970300880995	False
R-HSA-5654695	PI-3K cascade:FGFR2	CD44	16	163	0.1385	-0.2	0.3385	0.9174499231699196	0.9958970300880995	False
R-HSA-2219530	Constitutive Signaling by Aberrant PI3K in Cancer	CHI3L1	35	144	-0.2085	0.303	-0.5115	0.38971067027841944	0.9958970300880995	False
R-HSA-2219530	Constitutive Signaling by Aberrant PI3K in Cancer	CD44	35	144	-0.2727	-0.1803	-0.0923	0.7283433086416924	0.9958970300880995	False
R-HSA-5654693	FRS-mediated FGFR1 signaling	CHI3L1	18	161	-0.3066	0.1726	-0.4792	0.4912845252399114	0.9958970300880995	False
R-HSA-5654693	FRS-mediated FGFR1 signaling	CD44	18	161	0.4018	-0.2227	0.6245	0.5003886571016664	0.9958970300880995	False
R-HSA-9702518	STAT5 activation downstream of FLT3 ITD mutants	CHI3L1	19	160	-0.532	0.303	-0.835	0.21203083968916503	0.9958970300880995	False
R-HSA-5620922	BBSome-mediated cargo-targeting to cilium	CHI3L1	7	172	-0.9512	0.157	-1.1082	0.5373560520258098	0.9958970300880995	False
R-HSA-389948	Co-inhibition by PD-1	CHI3L1	19	160	-0.4048	0.1972	-0.6019	0.6345608305159507	0.9958970300880995	False
R-HSA-389948	Co-inhibition by PD-1	CD44	19	160	-0.1138	-0.1904	0.0766	0.6992436601892025	0.9958970300880995	False
R-HSA-5654700	FRS-mediated FGFR2 signaling	CHI3L1	16	163	-0.3066	0.1726	-0.4792	0.5937566960697525	0.9958970300880995	False
R-HSA-5654700	FRS-mediated FGFR2 signaling	CD44	16	163	0.1385	-0.2	0.3385	0.9174499231699196	0.9958970300880995	False
R-HSA-9028731	Activated NTRK2 signals through FRS2 and FRS3	CHI3L1	16	163	-0.3066	0.1726	-0.4792	0.5937566960697525	0.9958970300880995	False
R-HSA-9028731	Activated NTRK2 signals through FRS2 and FRS3	CD44	16	163	0.1385	-0.2	0.3385	0.9174499231699196	0.9958970300880995	False
R-HSA-9645135	STAT5 Activation	CHI3L1	19	160	-0.532	0.303	-0.835	0.21203083968916503	0.9958970300880995	False
R-HSA-5620922	BBSome-mediated cargo-targeting to cilium	CD44	7	172	0.4854	-0.1904	0.6758	0.37772463664076156	0.9958970300880995	False
R-HSA-9674555	Signaling by CSF3 (G-CSF)	CHI3L1	22	157	-0.3066	0.1726	-0.4792	0.6780181246435399	0.9958970300880995	False
R-HSA-390450	Folding of actin by CCT/TriC	CHI3L1	8	171	-0.0383	0.1547	-0.193	0.7761350412513989	0.9958970300880995	False
R-HSA-8853659	RET signaling	CHI3L1	22	157	0.0463	0.1594	-0.113	0.5934876425162046	0.9958970300880995	False
R-HSA-8853659	RET signaling	CD44	22	157	0.4018	-0.2227	0.6245	0.284720902932156	0.9958970300880995	False
R-HSA-5654726	Negative regulation of FGFR1 signaling	CHI3L1	25	154	-0.532	0.303	-0.835	0.33122354599707937	0.9958970300880995	False
R-HSA-5654726	Negative regulation of FGFR1 signaling	CD44	25	154	0.4128	-0.2248	0.6376	0.36322686415672223	0.9958970300880995	False
R-HSA-391160	Signal regulatory protein family interactions	CHI3L1	16	163	-0.3066	0.1726	-0.4792	0.5937566960697525	0.9958970300880995	False
R-HSA-391160	Signal regulatory protein family interactions	CD44	16	163	0.1385	-0.2	0.3385	0.9174499231699196	0.9958970300880995	False
R-HSA-1170546	Prolactin receptor signaling	CHI3L1	25	154	-0.1101	0.1972	-0.3073	0.8563562281550097	0.9958970300880995	False
R-HSA-390450	Folding of actin by CCT/TriC	CD44	8	171	2.2691	-0.2	2.4691	0.05802206039679388	0.9958970300880995	False
R-HSA-1433557	Signaling by SCF-KIT	CHI3L1	19	160	-0.532	0.303	-0.835	0.21203083968916503	0.9958970300880995	False
R-HSA-389960	Formation of tubulin folding intermediates by CCT/TriC	CHI3L1	7	172	-0.9512	0.157	-1.1082	0.8299050628832968	0.9958970300880995	False
R-HSA-8865999	MET activates PTPN11	CHI3L1	20	159	-0.094	0.1594	-0.2534	0.9106824359300626	0.9958970300880995	False
R-HSA-8865999	MET activates PTPN11	CD44	20	159	-0.1932	-0.1808	-0.0124	0.867274040630549	0.9958970300880995	False
R-HSA-1059683	Interleukin-6 signaling	CHI3L1	20	159	-0.094	0.1594	-0.2534	0.8708780063664431	0.9958970300880995	False
R-HSA-389960	Formation of tubulin folding intermediates by CCT/TriC	CD44	7	172	2.4694	-0.2113	2.6807	0.034156657703195516	0.9958970300880995	False
R-HSA-5654712	FRS-mediated FGFR4 signaling	CHI3L1	16	163	-0.3066	0.1726	-0.4792	0.5937566960697525	0.9958970300880995	False
R-HSA-5654712	FRS-mediated FGFR4 signaling	CD44	16	163	0.1385	-0.2	0.3385	0.9174499231699196	0.9958970300880995	False
R-HSA-186763	Downstream signal transduction	CHI3L1	26	153	-0.094	0.1726	-0.2666	0.8586614074244243	0.9958970300880995	False
R-HSA-186763	Downstream signal transduction	CD44	26	153	0.4018	-0.2227	0.6245	0.22016857176136995	0.9958970300880995	False
R-HSA-418886	Netrin mediated repulsion signals	CHI3L1	23	156	-0.2085	0.166	-0.3744	0.7513785807086233	0.9958970300880995	False
R-HSA-418886	Netrin mediated repulsion signals	CD44	23	156	-0.1724	-0.1904	0.018	0.767787943145639	0.9958970300880995	False
R-HSA-5654689	PI-3K cascade:FGFR1	CHI3L1	18	161	-0.3066	0.1726	-0.4792	0.4912845252399114	0.9958970300880995	False
R-HSA-5654689	PI-3K cascade:FGFR1	CD44	18	161	0.4018	-0.2227	0.6245	0.5003886571016664	0.9958970300880995	False
R-HSA-5654733	Negative regulation of FGFR4 signaling	CHI3L1	24	155	-0.4684	0.2217	-0.6901	0.5103556625871926	0.9958970300880995	False
R-HSA-5654733	Negative regulation of FGFR4 signaling	CD44	24	155	0.4018	-0.2227	0.6245	0.569095638582711	0.9958970300880995	False
R-HSA-2586552	Signaling by Leptin	CHI3L1	19	160	-0.532	0.303	-0.835	0.21203083968916503	0.9958970300880995	False
R-HSA-389957	Prefoldin mediated transfer of substrate  to CCT/TriC	CHI3L1	8	171	-0.0383	0.1547	-0.193	0.7761350412513989	0.9958970300880995	False
R-HSA-909733	Interferon alpha/beta signaling	CHI3L1	40	139	-0.3066	0.2217	-0.5283	0.6389280240742131	0.9958970300880995	False
R-HSA-909733	Interferon alpha/beta signaling	CD44	40	139	-0.0957	-0.2	0.1043	0.8044560968472447	0.9958970300880995	False
R-HSA-180292	GAB1 signalosome	CHI3L1	16	163	-0.3066	0.1726	-0.4792	0.5937566960697525	0.9958970300880995	False
R-HSA-180292	GAB1 signalosome	CD44	16	163	0.1385	-0.2	0.3385	0.9174499231699196	0.9958970300880995	False
R-HSA-8854691	Interleukin-20 family signaling	CHI3L1	22	157	-0.3066	0.1726	-0.4792	0.6780181246435399	0.9958970300880995	False
R-HSA-389957	Prefoldin mediated transfer of substrate  to CCT/TriC	CD44	8	171	2.2691	-0.2	2.4691	0.05802206039679388	0.9958970300880995	False
R-HSA-5654710	PI-3K cascade:FGFR3	CHI3L1	16	163	-0.3066	0.1726	-0.4792	0.5937566960697525	0.9958970300880995	False
R-HSA-5654710	PI-3K cascade:FGFR3	CD44	16	163	0.1385	-0.2	0.3385	0.9174499231699196	0.9958970300880995	False
R-HSA-9022692	Regulation of MECP2 expression and activity	CHI3L1	24	155	1.0241	0.1356	0.8884	0.3983616639033014	0.9958970300880995	False
R-HSA-9022692	Regulation of MECP2 expression and activity	CD44	24	155	-0.2054	-0.1808	-0.0246	0.496852347839826	0.9958970300880995	False
R-HSA-381340	Transcriptional regulation of white adipocyte differentiation	CHI3L1	36	143	0.1832	0.1547	0.0286	0.4253971955126823	0.9958970300880995	False
R-HSA-381340	Transcriptional regulation of white adipocyte differentiation	CD44	36	143	0.4251	-0.2471	0.6722	0.03937887663016858	0.9958970300880995	False
R-HSA-9933387	RORA,B,C and NR1D1 (REV-ERBA) regulate gene expression	CHI3L1	27	152	0.8745	0.1452	0.7294	0.593319997597413	0.9958970300880995	False
R-HSA-9933387	RORA,B,C and NR1D1 (REV-ERBA) regulate gene expression	CD44	27	152	-0.1381	-0.2113	0.0732	0.28822813943061176	0.9958970300880995	False
R-HSA-9707564	Cytoprotection by HMOX1	CHI3L1	27	152	0.8745	0.1452	0.7294	0.5684708902154738	0.9958970300880995	False
R-HSA-9707564	Cytoprotection by HMOX1	CD44	27	152	-0.1488	-0.1904	0.0416	0.4522471275820118	0.9958970300880995	False
R-HSA-2151201	Transcriptional activation of mitochondrial biogenesis	CHI3L1	27	152	-0.2085	0.157	-0.3655	0.9405625437017769	0.9958970300880995	False
R-HSA-2151201	Transcriptional activation of mitochondrial biogenesis	CD44	27	152	-0.1488	-0.1904	0.0416	0.5739497228707064	0.9958970300880995	False
R-HSA-2173795	Downregulation of SMAD2/3:SMAD4 transcriptional activity	CHI3L1	23	156	-0.6445	0.303	-0.9476	0.19521443063119448	0.9958970300880995	False
R-HSA-2173795	Downregulation of SMAD2/3:SMAD4 transcriptional activity	CD44	23	156	-0.2727	-0.1803	-0.0923	0.6932774705868412	0.9958970300880995	False
R-HSA-9841922	MLL4 and MLL3 complexes regulate expression of PPARG target genes in adipogenesis and hepatic steatosis	CHI3L1	35	144	0.0204	0.157	-0.1366	0.5327986976153725	0.9958970300880995	False
R-HSA-9841922	MLL4 and MLL3 complexes regulate expression of PPARG target genes in adipogenesis and hepatic steatosis	CD44	35	144	-0.1381	-0.2248	0.0867	0.2728403860376404	0.9958970300880995	False
R-HSA-9623433	NR1H2 & NR1H3 regulate gene expression to control bile acid homeostasis	CHI3L1	17	162	-0.2085	0.157	-0.3655	0.7213119166252668	0.9958970300880995	False
R-HSA-9623433	NR1H2 & NR1H3 regulate gene expression to control bile acid homeostasis	CD44	17	162	-0.2727	-0.1803	-0.0923	0.7213119166252668	0.9958970300880995	False
R-HSA-400206	Regulation of lipid metabolism by PPARalpha	CHI3L1	27	152	0.8745	0.1452	0.7294	0.5684708902154738	0.9958970300880995	False
R-HSA-400206	Regulation of lipid metabolism by PPARalpha	CD44	27	152	-0.1488	-0.1904	0.0416	0.4522471275820118	0.9958970300880995	False
R-HSA-5617472	Activation of anterior HOX genes in hindbrain development during early embryogenesis	CHI3L1	32	147	-0.0272	0.1594	-0.1866	0.7475476277837689	0.9958970300880995	False
R-HSA-5617472	Activation of anterior HOX genes in hindbrain development during early embryogenesis	CD44	32	147	-0.1435	-0.2227	0.0792	0.45262801494869853	0.9958970300880995	False
R-HSA-3214815	HDACs deacetylate histones	CHI3L1	16	163	0.8386	0.1356	0.703	0.5867774136123438	0.9958970300880995	False
R-HSA-3214815	HDACs deacetylate histones	CD44	16	163	-0.2908	-0.1724	-0.1184	0.7596934025456443	0.9958970300880995	False
R-HSA-9931509	Expression of BMAL (ARNTL), CLOCK, and NPAS2	CHI3L1	32	147	0.333	0.1547	0.1783	0.6746646511312304	0.9958970300880995	False
R-HSA-9931509	Expression of BMAL (ARNTL), CLOCK, and NPAS2	CD44	32	147	-0.1435	-0.2227	0.0792	0.44138055549508726	0.9958970300880995	False
R-HSA-9707616	Heme signaling	CHI3L1	31	148	-0.2085	0.157	-0.3655	0.9165126633047604	0.9958970300880995	False
R-HSA-9707616	Heme signaling	CD44	31	148	-0.1488	-0.2113	0.0625	0.518202430037014	0.9958970300880995	False
R-HSA-350054	Notch-HLH transcription pathway	CHI3L1	29	150	0.8745	0.1327	0.7418	0.45817526725342783	0.9958970300880995	False
R-HSA-350054	Notch-HLH transcription pathway	CD44	29	150	-0.1381	-0.2113	0.0732	0.18125374655187443	0.9958970300880995	False
R-HSA-2894862	Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants	CHI3L1	40	139	0.5051	0.1547	0.3504	0.32968191245866063	0.9958970300880995	False
R-HSA-2894862	Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants	CD44	40	139	0.1373	-0.2269	0.3643	0.04940361501876217	0.9958970300880995	False
R-HSA-2644606	Constitutive Signaling by NOTCH1 PEST Domain Mutants	CHI3L1	40	139	0.5051	0.1547	0.3504	0.32968191245866063	0.9958970300880995	False
R-HSA-2644606	Constitutive Signaling by NOTCH1 PEST Domain Mutants	CD44	40	139	0.1373	-0.2269	0.3643	0.04940361501876217	0.9958970300880995	False
R-HSA-1251985	Nuclear signaling by ERBB4	CHI3L1	13	166	-0.2085	0.157	-0.3655	0.8653853256773781	0.9958970300880995	False
R-HSA-1251985	Nuclear signaling by ERBB4	CD44	13	166	-0.45	-0.1606	-0.2894	0.38742908799274967	0.9958970300880995	False
R-HSA-9976102	Differentiation of naive CD4+ T cells to T helper 2 cells (Th2 cells)	CHI3L1	38	141	1.0576	0.0723	0.9853	0.12711087107872768	0.9958970300880995	False
R-HSA-9976102	Differentiation of naive CD4+ T cells to T helper 2 cells (Th2 cells)	CD44	38	141	0.5454	-0.2523	0.7977	0.028615513172008694	0.9958970300880995	False
R-HSA-383280	Nuclear Receptor transcription pathway	CHI3L1	28	151	-0.3066	0.1594	-0.466	0.8193930758657767	0.9958970300880995	False
R-HSA-383280	Nuclear Receptor transcription pathway	CD44	28	151	-0.2908	-0.1798	-0.111	0.6266602459270464	0.9958970300880995	False
R-HSA-1989781	PPARA activates gene expression	CHI3L1	40	139	0.5261	0.1356	0.3905	0.6192596691539466	0.9958970300880995	False
R-HSA-1989781	PPARA activates gene expression	CD44	40	139	-0.1435	-0.2227	0.0792	0.23562999812032304	0.9958970300880995	False
R-HSA-2122947	NOTCH1 Intracellular Domain Regulates Transcription	CHI3L1	40	139	0.5051	0.1547	0.3504	0.33312960460095664	0.9958970300880995	False
R-HSA-2122947	NOTCH1 Intracellular Domain Regulates Transcription	CD44	40	139	0.1373	-0.2269	0.3643	0.08557088144425118	0.9958970300880995	False
R-HSA-9022537	Loss of MECP2 binding ability to the NCoR/SMRT complex	CHI3L1	11	168	-0.4048	0.166	-0.5707	0.7800218091973976	0.9958970300880995	False
R-HSA-9022537	Loss of MECP2 binding ability to the NCoR/SMRT complex	CD44	11	168	-0.45	-0.1606	-0.2894	0.26009279542795904	0.9958970300880995	False
R-HSA-9029569	NR1H3 & NR1H2 regulate gene expression linked to cholesterol transport and efflux	CHI3L1	24	155	0.7064	0.1356	0.5707	0.6159133885818042	0.9958970300880995	False
R-HSA-9029569	NR1H3 & NR1H2 regulate gene expression linked to cholesterol transport and efflux	CD44	24	155	-0.2054	-0.1808	-0.0246	0.8505760162057868	0.9958970300880995	False
R-HSA-5658442	Regulation of RAS by GAPs	CHI3L1	60	119	-0.6354	0.4824	-1.1178	0.09799738477957705	0.9958970300880995	False
R-HSA-5658442	Regulation of RAS by GAPs	CD44	60	119	-0.0957	-0.2523	0.1566	0.18127095972866236	0.9958970300880995	False
R-HSA-6802953	RAS signaling downstream of NF1 loss-of-function variants	CHI3L1	36	143	-0.5155	0.4402	-0.9557	0.04407006668270015	0.9958970300880995	False
R-HSA-6802953	RAS signaling downstream of NF1 loss-of-function variants	CD44	36	143	-0.0624	-0.2269	0.1645	0.7310963497644712	0.9958970300880995	False
R-HSA-1369062	ABC transporters in lipid homeostasis	CHI3L1	17	162	0.1726	0.1452	0.0274	0.7547173623701281	0.9958970300880995	False
R-HSA-1369062	ABC transporters in lipid homeostasis	CD44	17	162	0.4128	-0.1904	0.6032	0.5900600201062879	0.9958970300880995	False
R-HSA-166058	MyD88:MAL(TIRAP) cascade initiated on plasma membrane	CHI3L1	7	172	-0.4048	0.157	-0.5618	0.596915840625611	0.9958970300880995	False
R-HSA-166058	MyD88:MAL(TIRAP) cascade initiated on plasma membrane	CD44	7	172	0.4128	-0.2113	0.6241	0.3169126716481627	0.9958970300880995	False
R-HSA-6799198	Complex I biogenesis	CHI3L1	10	169	1.1412	0.1356	1.0056	0.25430511520550836	0.9958970300880995	False
R-HSA-6799198	Complex I biogenesis	CD44	10	169	0.0701	-0.1808	0.2509	0.29858947825428916	0.9958970300880995	False
R-HSA-6798695	Neutrophil degranulation	CHI3L1	74	105	-0.1867	0.4824	-0.6691	0.566880485677331	0.9958970300880995	False
R-HSA-6798695	Neutrophil degranulation	CD44	74	105	-0.1862	-0.1808	-0.0054	0.8067775538896422	0.9958970300880995	False
R-HSA-198933	Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	CHI3L1	25	154	-0.2014	0.166	-0.3674	0.9055956888924968	0.9958970300880995	False
R-HSA-264870	Caspase-mediated cleavage of cytoskeletal proteins	CHI3L1	6	173	-1.2081	0.1726	-1.3807	0.027523174484593918	0.9958970300880995	False
R-HSA-390522	Striated Muscle Contraction	CHI3L1	66	113	0.3433	0.1356	0.2077	0.21858266716802266	0.9958970300880995	False
R-HSA-390522	Striated Muscle Contraction	CD44	66	113	-0.2824	-0.1798	-0.1026	0.8377269868445772	0.9958970300880995	False
R-HSA-114608	Platelet degranulation 	CHI3L1	71	108	0.485	0.1039	0.3811	0.183095217333609	0.9958970300880995	False
R-HSA-114608	Platelet degranulation 	CD44	71	108	-0.2727	-0.1803	-0.0923	0.757985776251549	0.9958970300880995	False
R-HSA-9673324	WNT5:FZD7-mediated leishmania damping	CHI3L1	9	170	2.432	0.1231	2.3088	0.13661333574855022	0.9958970300880995	False
R-HSA-9673324	WNT5:FZD7-mediated leishmania damping	CD44	9	170	-0.309	-0.1803	-0.1287	0.6322436309019093	0.9958970300880995	False
R-HSA-4641262	Disassembly of the destruction complex and recruitment of AXIN to the membrane	CHI3L1	23	156	-0.1719	0.166	-0.3379	0.807584365948696	0.9958970300880995	False
R-HSA-4641262	Disassembly of the destruction complex and recruitment of AXIN to the membrane	CD44	23	156	-0.2727	-0.1803	-0.0923	0.7124645286197224	0.9958970300880995	False
R-HSA-5368598	Negative regulation of TCF-dependent signaling by DVL-interacting proteins	CHI3L1	16	163	0.8872	0.1356	0.7516	0.3614559186516899	0.9958970300880995	False
R-HSA-5368598	Negative regulation of TCF-dependent signaling by DVL-interacting proteins	CD44	16	163	-0.3386	-0.1798	-0.1588	0.9094293953593516	0.9958970300880995	False
R-HSA-201681	TCF dependent signaling in response to WNT	CHI3L1	26	153	0.3635	0.1547	0.2088	0.6451232285407815	0.9958970300880995	False
R-HSA-201681	TCF dependent signaling in response to WNT	CD44	26	153	-0.2225	-0.1808	-0.0417	0.34746533694432824	0.9958970300880995	False
R-HSA-201688	WNT mediated activation of DVL	CHI3L1	10	169	2.4817	0.1107	2.371	0.07395828182280971	0.9958970300880995	False
R-HSA-264870	Caspase-mediated cleavage of cytoskeletal proteins	CD44	6	173	0.2956	-0.1808	0.4764	0.9159991714021933	0.9958970300880995	False
R-HSA-5663220	RHO GTPases Activate Formins	CHI3L1	33	146	0.8745	0.1231	0.7514	0.36900721299666983	0.9958970300880995	False
R-HSA-5663220	RHO GTPases Activate Formins	CD44	33	146	-0.2727	-0.1803	-0.0923	0.8277337772008564	0.9958970300880995	False
R-HSA-4641258	Degradation of DVL	CHI3L1	32	147	0.333	0.1547	0.1783	0.6774172497564845	0.9958970300880995	False
R-HSA-4641258	Degradation of DVL	CD44	32	147	-0.2908	-0.1798	-0.111	0.5557523071730408	0.9958970300880995	False
R-HSA-4086400	PCP/CE pathway	CHI3L1	10	169	2.1459	0.1356	2.0103	0.18198834741505698	0.9958970300880995	False
R-HSA-4086400	PCP/CE pathway	CD44	10	169	0.3035	-0.1808	0.4843	0.35750543534313894	0.9958970300880995	False
R-HSA-5682910	LGI-ADAM interactions	CHI3L1	9	170	1.408	0.1452	1.2628	0.5371081126212087	0.9958970300880995	False
R-HSA-5682910	LGI-ADAM interactions	CD44	9	170	-0.2727	-0.1803	-0.0923	0.8611377283999059	0.9958970300880995	False
R-HSA-8875656	MET receptor recycling	CHI3L1	10	169	2.4108	0.0723	2.3386	0.007390044433853433	0.9958970300880995	False
R-HSA-8875656	MET receptor recycling	CD44	10	169	0.5241	-0.2	0.7241	0.21020271718721495	0.9958970300880995	False
R-HSA-8875555	MET activates RAP1 and RAC1	CHI3L1	12	167	1.5778	0.1107	1.4672	0.10323134365536005	0.9958970300880995	False
R-HSA-8875555	MET activates RAP1 and RAC1	CD44	12	167	-0.2908	-0.1798	-0.111	0.7401573920138566	0.9958970300880995	False
R-HSA-8875513	MET interacts with TNS proteins	CHI3L1	6	173	2.4108	0.1107	2.3002	0.02339371002132801	0.9958970300880995	False
R-HSA-8875513	MET interacts with TNS proteins	CD44	6	173	0.4558	-0.1808	0.6367	0.6358865873441976	0.9958970300880995	False
R-HSA-8875791	MET activates STAT3	CHI3L1	6	173	2.4108	0.1107	2.3002	0.02339371002132801	0.9958970300880995	False
R-HSA-8875791	MET activates STAT3	CD44	6	173	0.4558	-0.1808	0.6367	0.6358865873441976	0.9958970300880995	False
R-HSA-8875360	InlB-mediated entry of Listeria monocytogenes into host cell	CHI3L1	19	160	0.8745	0.1452	0.7294	0.4751364827796559	0.9958970300880995	False
R-HSA-8875360	InlB-mediated entry of Listeria monocytogenes into host cell	CD44	19	160	-0.2727	-0.1803	-0.0923	0.8827276993053168	0.9958970300880995	False
R-HSA-6806942	MET Receptor Activation	CHI3L1	6	173	2.4108	0.1107	2.3002	0.02339371002132801	0.9958970300880995	False
R-HSA-6806942	MET Receptor Activation	CD44	6	173	0.4558	-0.1808	0.6367	0.6358865873441976	0.9958970300880995	False
