aliquot_barcode	true_mutation_count	case_barcode	timepoint
GLSS-HF-8FCD-TP-01D-WXS-8ERISO	11015	GLSS-HF-8FCD	TP
GLSS-HF-9A7A-NB-01D-WXS-ITIOIJ	993	GLSS-HF-9A7A	NB
GLSS-HF-9A7A-R1-01D-WXS-XNY5E8	993	GLSS-HF-9A7A	R1
GLSS-HF-9A7A-R2-01D-WXS-IN0GV4	993	GLSS-HF-9A7A	R2
GLSS-HF-9A7A-TP-01D-WXS-W98DVW	993	GLSS-HF-9A7A	TP
GLSS-HF-B30B-NB-01D-WXS-O4L52S	297	GLSS-HF-B30B	NB
GLSS-HF-B30B-R2-01D-WXS-0FCXCU	297	GLSS-HF-B30B	R2
GLSS-HF-B30B-TP-01D-WXS-N9FQP4	297	GLSS-HF-B30B	TP
GLSS-HF-B92C-NB-01D-WXS-GYUWLV	370	GLSS-HF-B92C	NB
GLSS-HF-B92C-R2-01D-WXS-X2SI42	370	GLSS-HF-B92C	R2
GLSS-HF-B92C-TP-01D-WXS-SGWVGD	370	GLSS-HF-B92C	TP
GLSS-HF-B972-NB-01D-WXS-NVIH8C	365	GLSS-HF-B972	NB
GLSS-HF-B972-R1-01D-WXS-6UZ82C	365	GLSS-HF-B972	R1
GLSS-HF-B972-TP-01D-WXS-9ZSCA1	365	GLSS-HF-B972	TP
GLSS-HF-BCDE-NB-01D-WXS-HKHJ3P	238	GLSS-HF-BCDE	NB
GLSS-HF-BCDE-R3-01D-WXS-D9V6I1	238	GLSS-HF-BCDE	R3
GLSS-HF-BCDE-TP-01D-WXS-BP459O	238	GLSS-HF-BCDE	TP
GLSS-HF-DCED-NB-01D-WXS-XKGH08	13174	GLSS-HF-DCED	NB
GLSS-HF-DCED-R1-01D-WXS-WPWWZG	13174	GLSS-HF-DCED	R1
GLSS-HF-DCED-R2-01D-WXS-CL954Z	13174	GLSS-HF-DCED	R2
GLSS-HF-DE05-NB-01D-WXS-E1QHXL	3961	GLSS-HF-DE05	NB
GLSS-HF-DE05-R1-01D-WXS-U9F8E7	3961	GLSS-HF-DE05	R1
GLSS-HF-DE05-TP-01D-WXS-44QP3Q	3961	GLSS-HF-DE05	TP
GLSS-HF-DF35-NB-01D-WXS-E3LPLJ	375	GLSS-HF-DF35	NB
GLSS-HF-DF35-R1-01D-WXS-B4D43W	375	GLSS-HF-DF35	R1
GLSS-HF-DF35-TP-01D-WXS-MGXP1N	375	GLSS-HF-DF35	TP
GLSS-HF-E6BA-NB-01D-WXS-HYG8R4	2452	GLSS-HF-E6BA	NB
GLSS-HF-E6BA-R1-01D-WXS-66L7QX	2452	GLSS-HF-E6BA	R1
GLSS-HF-E6BA-R2-01D-WXS-BB89PZ	2452	GLSS-HF-E6BA	R2
GLSS-HF-EE74-NB-01D-WXS-X5UNT6	397	GLSS-HF-EE74	NB
GLSS-HF-EE74-R1-01D-WXS-5AS51O	397	GLSS-HF-EE74	R1
GLSS-HF-EE74-TP-01D-WXS-E5C4YL	397	GLSS-HF-EE74	TP
GLSS-HF-EE77-NB-01D-WXS-53Y6NK	8283	GLSS-HF-EE77	NB
GLSS-HF-EE77-R1-01D-WXS-TY2KA7	8283	GLSS-HF-EE77	R1
GLSS-HF-EE77-R2-01D-WXS-AVCL6Q	8283	GLSS-HF-EE77	R2
GLSS-HF-EE77-R3-01D-WXS-ZRNNYZ	8283	GLSS-HF-EE77	R3
GLSS-HF-F922-NB-01D-WXS-3MPE65	2469	GLSS-HF-F922	NB
GLSS-HF-F922-R1-01D-WXS-40NY8X	2469	GLSS-HF-F922	R1
GLSS-HF-F922-R2-01D-WXS-D2RYW1	2469	GLSS-HF-F922	R2
GLSS-HF-F922-TP-01D-WXS-JT5OW9	2469	GLSS-HF-F922	TP
GLSS-HK-0001-NB-01D-WGS-QOHVF8	11030	GLSS-HK-0001	NB
GLSS-HK-0001-NB-01D-WXS-5C9ZSL	11030	GLSS-HK-0001	NB
GLSS-HK-0001-R1-01D-WGS-23BINE	11030	GLSS-HK-0001	R1
GLSS-HK-0001-R1-01D-WXS-RS84A1	11030	GLSS-HK-0001	R1
GLSS-HK-0001-TP-01D-WGS-HLH6TO	11030	GLSS-HK-0001	TP
GLSS-HK-0001-TP-01D-WXS-T9JTHB	11030	GLSS-HK-0001	TP
GLSS-HK-0002-NB-01D-WGS-9D0DVC	257079	GLSS-HK-0002	NB
GLSS-HK-0002-NB-01D-WXS-K8VEDJ	257079	GLSS-HK-0002	NB
GLSS-HK-0002-R1-01D-WGS-S3QETN	257079	GLSS-HK-0002	R1
GLSS-HK-0002-R1-01D-WXS-JAEQ2Q	257079	GLSS-HK-0002	R1
GLSS-HK-0002-TP-01D-WGS-DRX7N4	257079	GLSS-HK-0002	TP
GLSS-HK-0002-TP-01D-WXS-B6GOP4	257079	GLSS-HK-0002	TP
GLSS-HK-0003-NB-01D-WGS-HR3VCU	12297	GLSS-HK-0003	NB
GLSS-HK-0003-NB-01D-WXS-A0ZPZE	12297	GLSS-HK-0003	NB
GLSS-HK-0003-R1-01D-WGS-R7P485	12297	GLSS-HK-0003	R1
GLSS-HK-0003-R1-01D-WXS-VQ3552	12297	GLSS-HK-0003	R1
GLSS-HK-0003-TP-01D-WGS-WAGBN9	12297	GLSS-HK-0003	TP
GLSS-HK-0003-TP-02D-WXS-EBVUDH	12297	GLSS-HK-0003	TP
GLSS-HK-0004-NB-01D-WGS-CCHWVE	9945	GLSS-HK-0004	NB
GLSS-HK-0004-NB-01D-WXS-UQD78Y	9945	GLSS-HK-0004	NB
GLSS-HK-0004-R1-01D-WGS-RYFPEB	9945	GLSS-HK-0004	R1
GLSS-HK-0004-R1-01D-WXS-2M82BN	9945	GLSS-HK-0004	R1
GLSS-HK-0004-TP-01D-WGS-SJJS0H	9945	GLSS-HK-0004	TP
GLSS-HK-0004-TP-01D-WXS-1K451O	9945	GLSS-HK-0004	TP
GLSS-HK-0005-NB-01D-WGS-YNM276	9655	GLSS-HK-0005	NB
GLSS-HK-0005-R1-01D-WGS-ODRHPZ	9655	GLSS-HK-0005	R1
GLSS-HK-0005-TP-01D-WGS-9DKW7W	9655	GLSS-HK-0005	TP
GLSS-JX-0006-NB-01D-WXS-SBIOS7	7404	GLSS-JX-0006	NB
GLSS-JX-0006-R1-01D-WXS-F732CR	7404	GLSS-JX-0006	R1
GLSS-JX-0006-TP-01D-WXS-TJWESP	7404	GLSS-JX-0006	TP
GLSS-LU-00A1-NB-01D-WXS-P4HPTM	781	GLSS-LU-00A1	NB
GLSS-LU-00A1-R1-01D-WXS-6OOP64	781	GLSS-LU-00A1	R1
GLSS-LU-00A1-TP-01D-WXS-41PMU1	781	GLSS-LU-00A1	TP
GLSS-LU-00B9-NB-01D-WXS-BAUJAZ	404	GLSS-LU-00B9	NB
GLSS-LU-00B9-R1-01D-WXS-LM12XS	404	GLSS-LU-00B9	R1
GLSS-LU-00B9-TP-01D-WXS-RXEX90	404	GLSS-LU-00B9	TP
GLSS-LU-00C1-NB-01D-WXS-AA85ME	1710	GLSS-LU-00C1	NB
GLSS-LU-00C1-R1-01D-WXS-4XD7S0	1710	GLSS-LU-00C1	R1
GLSS-LU-00C1-TP-01D-WXS-K8YYUW	1710	GLSS-LU-00C1	TP
GLSS-LU-00C2-NB-01D-WXS-DO8SNF	930	GLSS-LU-00C2	NB
GLSS-LU-00C2-R1-01D-WXS-YYR15P	930	GLSS-LU-00C2	R1
GLSS-LU-00C2-TP-01D-WXS-4OMXNF	930	GLSS-LU-00C2	TP
GLSS-LU-00C4-NB-01D-WXS-LO1AQY	1343	GLSS-LU-00C4	NB
GLSS-LU-00C4-R1-01D-WXS-KYPFOQ	1343	GLSS-LU-00C4	R1
GLSS-LU-00C4-TP-01D-WXS-S4OOP1	1343	GLSS-LU-00C4	TP
GLSS-LU-00C7-NB-01D-WXS-9TJD3B	1255	GLSS-LU-00C7	NB
GLSS-LU-00C7-R1-01D-WXS-3M3F98	1255	GLSS-LU-00C7	R1
GLSS-LU-00C7-TP-01D-WXS-WFSIQ7	1255	GLSS-LU-00C7	TP
GLSS-LU-0B10-NB-01D-WXS-ZH6VHW	721	GLSS-LU-0B10	NB
GLSS-LU-0B10-R1-01D-WXS-LL3UDE	721	GLSS-LU-0B10	R1
GLSS-LU-0B10-TP-01D-WXS-FUQXJ0	721	GLSS-LU-0B10	TP
GLSS-LU-0B12-NB-01D-WXS-IY7CR6	1113	GLSS-LU-0B12	NB
GLSS-LU-0B12-R1-01D-WXS-NXWOWA	1113	GLSS-LU-0B12	R1
GLSS-LU-0B12-TP-01D-WXS-JX61DS	1113	GLSS-LU-0B12	TP
GLSS-LU-0B13-NB-01D-WXS-WCPEU1	2013	GLSS-LU-0B13	NB
GLSS-LU-0B13-R1-01D-WXS-F05JM5	2013	GLSS-LU-0B13	R1
GLSS-LU-0B13-TP-01D-WXS-H3ZZFP	2013	GLSS-LU-0B13	TP
GLSS-LX-0228-NB-01D-WGS-RZG17J	7740	GLSS-LX-0228	NB
GLSS-LX-0228-R1-01D-WGS-0A1U12	7740	GLSS-LX-0228	R1
GLSS-LX-0228-R2-01D-WGS-6BYEGU	7740	GLSS-LX-0228	R2
GLSS-LX-0300-NB-01D-WGS-MWQJDQ	9660	GLSS-LX-0300	NB
GLSS-LX-0300-R1-01D-WGS-A891I8	9660	GLSS-LX-0300	R1
GLSS-LX-0300-TP-01D-WGS-6R8HUO	9660	GLSS-LX-0300	TP
GLSS-LX-0308-NB-01D-WGS-BF6LP9	16583	GLSS-LX-0308	NB
GLSS-LX-0308-R1-01D-WGS-RTSU4X	16583	GLSS-LX-0308	R1
GLSS-LX-0308-TP-01D-WGS-QO9Q6N	16583	GLSS-LX-0308	TP
GLSS-LX-0357-NB-01D-WGS-C8HI4A	9345	GLSS-LX-0357	NB
GLSS-LX-0357-R1-01D-WGS-VL265D	9345	GLSS-LX-0357	R1
GLSS-LX-0357-R2-01D-WGS-EOK8GD	9345	GLSS-LX-0357	R2
GLSS-LX-0357-R3-01D-WGS-LBG1IR	9345	GLSS-LX-0357	R3
GLSS-LX-0409-NB-01D-WGS-UF0SNQ	10369	GLSS-LX-0409	NB
GLSS-LX-0409-R1-01D-WGS-SZW7O8	10369	GLSS-LX-0409	R1
GLSS-LX-0409-TP-01D-WGS-QO2ESR	10369	GLSS-LX-0409	TP
GLSS-LX-0418-NB-01D-WGS-XLOLXN	18494	GLSS-LX-0418	NB
GLSS-LX-0418-R1-01D-WGS-0RP6AU	18494	GLSS-LX-0418	R1
GLSS-LX-0418-TP-01D-WGS-MGAZYZ	18494	GLSS-LX-0418	TP
GLSS-LX-0452-NB-01D-WGS-LNXKG2	9855	GLSS-LX-0452	NB
GLSS-LX-0452-R1-01D-WGS-V5F01W	9855	GLSS-LX-0452	R1
GLSS-LX-0452-TP-01D-WGS-FVMJKN	9855	GLSS-LX-0452	TP
GLSS-LX-0561-NB-01D-WGS-SNBENA	6698	GLSS-LX-0561	NB
GLSS-LX-0561-R1-01D-WGS-UXBGDQ	6698	GLSS-LX-0561	R1
GLSS-LX-0561-TP-01D-WGS-DDQ66L	6698	GLSS-LX-0561	TP
GLSS-LX-0572-NB-01D-WGS-7FSEG4	7494	GLSS-LX-0572	NB
GLSS-LX-0572-TP-01D-WGS-RVT69T	7494	GLSS-LX-0572	TP
GLSS-LX-0626-NB-01D-WGS-4HSCCV	13330	GLSS-LX-0626	NB
GLSS-LX-0626-R1-01D-WGS-5ZBJEO	13330	GLSS-LX-0626	R1
GLSS-LX-0626-TP-01D-WGS-I5XG7K	13330	GLSS-LX-0626	TP
GLSS-LX-0638-NB-01D-WGS-ZWXF3Y	13835	GLSS-LX-0638	NB
GLSS-LX-0638-R1-01D-WGS-1BWR1C	13835	GLSS-LX-0638	R1
GLSS-LX-0638-TP-01D-WGS-9J7AL1	13835	GLSS-LX-0638	TP
GLSS-LX-0669-NB-01D-WGS-AWYKED	21153	GLSS-LX-0669	NB
GLSS-LX-0669-R1-01D-WGS-PDJN8M	21153	GLSS-LX-0669	R1
GLSS-LX-0669-TP-01D-WGS-FJJLXV	21153	GLSS-LX-0669	TP
GLSS-LX-0677-NB-01D-WGS-CUCGUG	10265	GLSS-LX-0677	NB
GLSS-LX-0677-R2-01D-WGS-KXWO0E	10265	GLSS-LX-0677	R2
GLSS-LX-0677-TP-01D-WGS-B0HJXM	10265	GLSS-LX-0677	TP
GLSS-LX-0694-NB-01D-WGS-OZIPGJ	11556	GLSS-LX-0694	NB
GLSS-LX-0694-R1-01D-WGS-UX9W4W	11556	GLSS-LX-0694	R1
GLSS-LX-0694-TP-01D-WGS-LCKAX0	11556	GLSS-LX-0694	TP
GLSS-LX-0711-NB-01D-WGS-171EHW	12764	GLSS-LX-0711	NB
GLSS-LX-0711-R1-01D-WGS-2GD3RQ	12764	GLSS-LX-0711	R1
GLSS-LX-0711-TP-01D-WGS-1TRGMH	12764	GLSS-LX-0711	TP
GLSS-LX-0723-NB-01D-WGS-X9LRYA	20342	GLSS-LX-0723	NB
GLSS-LX-0723-R1-01D-WGS-LYUEPK	20342	GLSS-LX-0723	R1
GLSS-LX-0723-TP-01D-WGS-4A1QEG	20342	GLSS-LX-0723	TP
GLSS-LX-0727-NB-01D-WGS-LOW40G	12871	GLSS-LX-0727	NB
GLSS-LX-0727-R1-01D-WGS-X6X7QO	12871	GLSS-LX-0727	R1
GLSS-LX-0727-TP-01D-WGS-3V7IA0	12871	GLSS-LX-0727	TP
GLSS-LX-0833-NB-01D-WGS-ABJ6AU	9716	GLSS-LX-0833	NB
GLSS-LX-0833-R1-01D-WGS-N4818R	9716	GLSS-LX-0833	R1
GLSS-LX-0833-TP-01D-WGS-NHN2UG	9716	GLSS-LX-0833	TP
GLSS-LX-0836-NB-01D-WGS-ESXU6P	12293	GLSS-LX-0836	NB
GLSS-LX-0836-R1-01D-WGS-JTIP73	12293	GLSS-LX-0836	R1
GLSS-LX-0836-TP-01D-WGS-PUKC2U	12293	GLSS-LX-0836	TP
GLSS-LX-0887-NB-01D-WGS-WA0CHR	11612	GLSS-LX-0887	NB
GLSS-LX-0887-R1-01D-WGS-738K73	11612	GLSS-LX-0887	R1
GLSS-LX-0887-TP-01D-WGS-XJBBM0	11612	GLSS-LX-0887	TP
GLSS-LX-0959-NB-01D-WGS-B8EQT4	10849	GLSS-LX-0959	NB
GLSS-LX-0959-R1-01D-WGS-LSTK3U	10849	GLSS-LX-0959	R1
GLSS-LX-0959-TP-01D-WGS-C8MNMG	10849	GLSS-LX-0959	TP
GLSS-MD-0001-NB-01D-WGS-YHJXV9	16426	GLSS-MD-0001	NB
GLSS-MD-0001-R1-01D-WGS-82NVSS	16426	GLSS-MD-0001	R1
GLSS-MD-0001-TP-01D-WGS-GETLNC	16426	GLSS-MD-0001	TP
GLSS-MD-0002-NB-01D-WGS-OG7OY9	66240	GLSS-MD-0002	NB
GLSS-MD-0002-R1-01D-WGS-9ZM74H	66240	GLSS-MD-0002	R1
GLSS-MD-0002-TP-01D-WGS-XLZQCF	66240	GLSS-MD-0002	TP
GLSS-MD-0003-NB-01D-WGS-5KC49C	2297	GLSS-MD-0003	NB
GLSS-MD-0003-R1-01D-WGS-50P3GN	2297	GLSS-MD-0003	R1
GLSS-MD-0003-R2-01D-WGS-ZHH6RG	2297	GLSS-MD-0003	R2
GLSS-MD-0003-R3-01D-WGS-I78LK2	2297	GLSS-MD-0003	R3
GLSS-MD-0004-NB-01D-WGS-TSXU5L	22999	GLSS-MD-0004	NB
GLSS-MD-0004-R1-01D-WGS-1NXLKI	22999	GLSS-MD-0004	R1
GLSS-MD-0004-R2-01D-WGS-ZIOL89	22999	GLSS-MD-0004	R2
GLSS-MD-0005-NB-01D-WGS-GB5PJ8	7457	GLSS-MD-0005	NB
GLSS-MD-0005-R1-01D-WGS-QG6Q3V	7457	GLSS-MD-0005	R1
GLSS-MD-0005-TP-01D-WGS-MKBGI6	7457	GLSS-MD-0005	TP
GLSS-MD-0006-NB-01D-WGS-TMG90B	8516	GLSS-MD-0006	NB
GLSS-MD-0006-R1-01D-WGS-GSVE2C	8516	GLSS-MD-0006	R1
GLSS-MD-0006-TP-01D-WGS-J297AW	8516	GLSS-MD-0006	TP
GLSS-MD-0007-NB-01D-WGS-2OT4O0	13159	GLSS-MD-0007	NB
GLSS-MD-0007-R1-01D-WGS-DWNQLW	13159	GLSS-MD-0007	R1
GLSS-MD-0007-TP-01D-WGS-QCMUUE	13159	GLSS-MD-0007	TP
GLSS-MD-0008-NB-01D-WGS-DQBGTB	8623	GLSS-MD-0008	NB
GLSS-MD-0008-R1-01D-WGS-A6VIV6	8623	GLSS-MD-0008	R1
GLSS-MD-0008-R2-01D-WGS-RQXJPE	8623	GLSS-MD-0008	R2
GLSS-MD-0009-NB-01D-WGS-8VOIK8	6029	GLSS-MD-0009	NB
GLSS-MD-0009-R1-01D-WGS-BS97I9	6029	GLSS-MD-0009	R1
GLSS-MD-0009-TP-01D-WGS-3XAL3U	6029	GLSS-MD-0009	TP
GLSS-MD-0010-NB-01D-WGS-0YPAQV	4421	GLSS-MD-0010	NB
GLSS-MD-0010-R1-01D-WGS-6IK49P	4421	GLSS-MD-0010	R1
GLSS-MD-0010-R2-01D-WGS-Y3RYTB	4421	GLSS-MD-0010	R2
GLSS-MD-0010-R3-01D-WGS-NYYC95	4421	GLSS-MD-0010	R3
GLSS-MD-0011-NB-01D-WGS-DP8NZD	753	GLSS-MD-0011	NB
GLSS-MD-0011-R1-01D-WGS-FUC4DM	753	GLSS-MD-0011	R1
GLSS-MD-0011-TP-01D-WGS-BIXI91	753	GLSS-MD-0011	TP
GLSS-MD-0012-NB-01D-WGS-GTH145	7902	GLSS-MD-0012	NB
GLSS-MD-0012-R1-01D-WGS-BKW5E7	7902	GLSS-MD-0012	R1
GLSS-MD-0012-TP-01D-WGS-EOOJFG	7902	GLSS-MD-0012	TP
GLSS-MD-0014-NB-01D-WGS-3E2KCJ	10074	GLSS-MD-0014	NB
GLSS-MD-0014-R1-01D-WGS-GLH38H	10074	GLSS-MD-0014	R1
GLSS-MD-0014-TP-01D-WGS-F4GXRX	10074	GLSS-MD-0014	TP
GLSS-MD-0016-NB-01D-WGS-WDYDXO	19388	GLSS-MD-0016	NB
GLSS-MD-0016-R1-01D-WGS-P52RM6	19388	GLSS-MD-0016	R1
GLSS-MD-0016-TP-01D-WGS-DXIBAS	19388	GLSS-MD-0016	TP
GLSS-MD-0017-NB-01D-WGS-W9E03I	15371	GLSS-MD-0017	NB
GLSS-MD-0017-R1-01D-WGS-23D6A6	15371	GLSS-MD-0017	R1
GLSS-MD-0017-R2-01D-WGS-96HR1I	15371	GLSS-MD-0017	R2
GLSS-MD-0018-NB-01D-WGS-DT0UDD	8754	GLSS-MD-0018	NB
GLSS-MD-0018-R1-01D-WGS-VD14B5	8754	GLSS-MD-0018	R1
GLSS-MD-0018-R2-01D-WGS-4784ZB	8754	GLSS-MD-0018	R2
GLSS-MD-0020-NB-01D-WGS-EGEPEI	7564	GLSS-MD-0020	NB
GLSS-MD-0020-R1-01D-WGS-UP9H2C	7564	GLSS-MD-0020	R1
GLSS-MD-0020-TP-01D-WGS-6T2E56	7564	GLSS-MD-0020	TP
GLSS-MD-0021-NB-01D-WGS-1AYXYS	9264	GLSS-MD-0021	NB
GLSS-MD-0021-R1-01D-WGS-UYTS9R	9264	GLSS-MD-0021	R1
GLSS-MD-0021-TP-01D-WGS-YMNBEZ	9264	GLSS-MD-0021	TP
GLSS-MD-0022-NB-01D-WGS-R244RW	13571	GLSS-MD-0022	NB
GLSS-MD-0022-R1-01D-WGS-F5KYZ6	13571	GLSS-MD-0022	R1
GLSS-MD-0022-TP-01D-WGS-ZAET2D	13571	GLSS-MD-0022	TP
GLSS-MD-0023-NB-01D-WGS-E6DIW2	11493	GLSS-MD-0023	NB
GLSS-MD-0023-R1-01D-WGS-DQH2SF	11493	GLSS-MD-0023	R1
GLSS-MD-0023-TP-01D-WGS-JDO9G6	11493	GLSS-MD-0023	TP
GLSS-MD-0025-NB-01D-WGS-3RAQ8E	13977	GLSS-MD-0025	NB
GLSS-MD-0025-NB-01D-WXS-GH6HLC	13977	GLSS-MD-0025	NB
GLSS-MD-0025-R1-01D-WGS-3BU9LU	13977	GLSS-MD-0025	R1
GLSS-MD-0025-R1-01D-WXS-SMN43I	13977	GLSS-MD-0025	R1
GLSS-MD-0025-TP-01D-WGS-ZAU2VG	13977	GLSS-MD-0025	TP
GLSS-MD-0025-TP-01D-WXS-F3H10V	13977	GLSS-MD-0025	TP
GLSS-MD-0026-NB-01D-WGS-IX2A8D	15128	GLSS-MD-0026	NB
GLSS-MD-0026-R1-01D-WGS-X87FCV	15128	GLSS-MD-0026	R1
GLSS-MD-0026-TP-01D-WGS-2PPGFK	15128	GLSS-MD-0026	TP
GLSS-MD-0027-NB-01D-WGS-RVOO5S	217001	GLSS-MD-0027	NB
GLSS-MD-0027-NB-01D-WXS-7SK6Q5	217001	GLSS-MD-0027	NB
GLSS-MD-0027-R1-01D-WGS-88ST4Y	217001	GLSS-MD-0027	R1
GLSS-MD-0027-R1-01D-WXS-HX8R83	217001	GLSS-MD-0027	R1
GLSS-MD-0027-R2-01D-WGS-55XI5C	217001	GLSS-MD-0027	R2
GLSS-MD-0027-TP-01D-WGS-6HFKNZ	217001	GLSS-MD-0027	TP
GLSS-MD-0027-TP-01D-WXS-OAQEYZ	217001	GLSS-MD-0027	TP
GLSS-MD-0030-NB-01D-WGS-PX0LDQ	28322	GLSS-MD-0030	NB
GLSS-MD-0030-R1-01D-WGS-YWXQDS	28322	GLSS-MD-0030	R1
GLSS-MD-0030-TP-01D-WGS-NBC5N6	28322	GLSS-MD-0030	TP
GLSS-MD-0031-NB-01D-WGS-R99OHD	5722	GLSS-MD-0031	NB
GLSS-MD-0031-R1-01D-WGS-PHHBPT	5722	GLSS-MD-0031	R1
GLSS-MD-0031-TP-01D-WGS-0XZCQS	5722	GLSS-MD-0031	TP
GLSS-MD-0032-NB-01D-WGS-1WSH1I	181913	GLSS-MD-0032	NB
GLSS-MD-0032-R1-01D-WGS-3XUVX2	181913	GLSS-MD-0032	R1
GLSS-MD-0032-TP-01D-WGS-FIN5CE	181913	GLSS-MD-0032	TP
GLSS-MD-0035-NB-01D-WGS-DHE0I5	14648	GLSS-MD-0035	NB
GLSS-MD-0035-R1-01D-WGS-HX1AIL	14648	GLSS-MD-0035	R1
GLSS-MD-0035-TP-01D-WGS-DJ3SQ1	14648	GLSS-MD-0035	TP
GLSS-MD-0036-NB-01D-WGS-7ZYR2I	30488	GLSS-MD-0036	NB
GLSS-MD-0036-R1-01D-WGS-YFD61N	30488	GLSS-MD-0036	R1
GLSS-MD-0036-TP-01D-WGS-9FDX42	30488	GLSS-MD-0036	TP
GLSS-MD-0038-NB-01D-WGS-LF0FIO	8387	GLSS-MD-0038	NB
GLSS-MD-0038-R1-01D-WGS-0F9XP5	8387	GLSS-MD-0038	R1
GLSS-MD-0038-TP-01D-WGS-KZL25H	8387	GLSS-MD-0038	TP
GLSS-MD-0041-NB-01D-WGS-PS55RF	5194	GLSS-MD-0041	NB
GLSS-MD-0041-R1-01D-WGS-48VFHO	5194	GLSS-MD-0041	R1
GLSS-MD-0041-TP-01D-WGS-HOGYPE	5194	GLSS-MD-0041	TP
GLSS-MD-0042-NB-01D-WGS-M3UC7P	55995	GLSS-MD-0042	NB
GLSS-MD-0042-R1-01D-WGS-60V40X	55995	GLSS-MD-0042	R1
GLSS-MD-0042-TP-01D-WGS-R5UYLI	55995	GLSS-MD-0042	TP
GLSS-MD-0043-NB-01D-WGS-521UDV	6950	GLSS-MD-0043	NB
GLSS-MD-0043-R1-01D-WGS-U1JONN	6950	GLSS-MD-0043	R1
GLSS-MD-0043-TP-01D-WGS-A5EGFI	6950	GLSS-MD-0043	TP
GLSS-MD-0044-NB-01D-WGS-3HRLJW	6977	GLSS-MD-0044	NB
GLSS-MD-0044-R1-01D-WGS-VG0QP6	6977	GLSS-MD-0044	R1
GLSS-MD-0044-TP-01D-WGS-HYEURJ	6977	GLSS-MD-0044	TP
GLSS-MD-0045-NB-01D-WGS-ZA46V4	22398	GLSS-MD-0045	NB
GLSS-MD-0045-R1-01D-WGS-C4DXSR	22398	GLSS-MD-0045	R1
GLSS-MD-0045-TP-01D-WGS-NJCMTP	22398	GLSS-MD-0045	TP
GLSS-MD-0046-NB-01D-WGS-A528PN	89523	GLSS-MD-0046	NB
GLSS-MD-0046-R1-01D-WGS-41DC6M	89523	GLSS-MD-0046	R1
GLSS-MD-0046-TP-01D-WGS-YZL1C9	89523	GLSS-MD-0046	TP
GLSS-MD-0047-NB-01D-WGS-265E8K	7458	GLSS-MD-0047	NB
GLSS-MD-0047-R1-01D-WGS-EYNB74	7458	GLSS-MD-0047	R1
GLSS-MD-0047-TP-01D-WGS-ZDKQVK	7458	GLSS-MD-0047	TP
GLSS-MD-0048-NB-01D-WGS-L35XUW	5976	GLSS-MD-0048	NB
GLSS-MD-0048-R1-01D-WGS-TTN4CQ	5976	GLSS-MD-0048	R1
GLSS-MD-0048-TP-01D-WGS-0WRD31	5976	GLSS-MD-0048	TP
GLSS-MD-0049-NB-01D-WGS-41LBKC	15859	GLSS-MD-0049	NB
GLSS-MD-0049-R1-01D-WGS-5F93TI	15859	GLSS-MD-0049	R1
GLSS-MD-0049-TP-01D-WGS-WP8NAY	15859	GLSS-MD-0049	TP
GLSS-MD-0082-NB-01D-WXS-9DRLHA	3737	GLSS-MD-0082	NB
GLSS-MD-0082-R1-01D-WXS-TXII31	3737	GLSS-MD-0082	R1
GLSS-MD-0082-TP-01D-WXS-YMHT7Q	3737	GLSS-MD-0082	TP
GLSS-MD-0083-NB-01D-WXS-TCY2SR	357	GLSS-MD-0083	NB
GLSS-MD-0083-R1-01D-WXS-7ZHA2U	357	GLSS-MD-0083	R1
GLSS-MD-0086-NB-01D-WXS-ZYQ417	509	GLSS-MD-0086	NB
GLSS-MD-0086-R1-01D-WXS-OH39R4	509	GLSS-MD-0086	R1
GLSS-MD-0086-TP-01D-WXS-CYNFLN	509	GLSS-MD-0086	TP
GLSS-MD-0087-NB-01D-WXS-M5HAC4	721	GLSS-MD-0087	NB
GLSS-MD-0087-R1-01D-WXS-F4HGXL	721	GLSS-MD-0087	R1
GLSS-MD-0087-TP-01D-WXS-Y925R3	721	GLSS-MD-0087	TP
GLSS-MD-0088-NB-01D-WXS-L21Z85	356	GLSS-MD-0088	NB
GLSS-MD-0088-R1-01D-WXS-URR2ME	356	GLSS-MD-0088	R1
GLSS-MD-0088-TP-01D-WXS-APZEF6	356	GLSS-MD-0088	TP
GLSS-MD-0089-NB-01D-WXS-K0CBCH	652	GLSS-MD-0089	NB
GLSS-MD-0089-R1-01D-WXS-VKVV0H	652	GLSS-MD-0089	R1
GLSS-MD-0089-TP-01D-WXS-E45R14	652	GLSS-MD-0089	TP
GLSS-MD-0090-NB-01D-WXS-OQLDBM	10562	GLSS-MD-0090	NB
GLSS-MD-0090-R1-01D-WXS-XPV1K5	10562	GLSS-MD-0090	R1
GLSS-MD-0090-TP-01D-WXS-LZ4WUR	10562	GLSS-MD-0090	TP
GLSS-MD-0091-NB-01D-WXS-FRYUL6	759	GLSS-MD-0091	NB
GLSS-MD-0091-R1-01D-WXS-L6Z2QQ	759	GLSS-MD-0091	R1
GLSS-MD-0091-TP-01D-WXS-VO372O	759	GLSS-MD-0091	TP
GLSS-MD-0092-NB-01D-WXS-5SNY48	931	GLSS-MD-0092	NB
GLSS-MD-0092-R1-01D-WXS-XOX7KY	931	GLSS-MD-0092	R1
GLSS-MD-0092-TP-01D-WXS-MZ6SGD	931	GLSS-MD-0092	TP
GLSS-MD-0093-NB-01D-WXS-T87AB3	453	GLSS-MD-0093	NB
